boot,ts,seconds,voltage,lux,kelvin,temp,humidity
2157,1621098875,2361,884,0.01,5201,0.00,0.00
2158,1621098875,2403,883,0.01,5201,0.00,0.00
2159,1621098875,2444,884,0.01,5201,0.00,0.00
2160,1621098875,2487,883,0.01,5201,19.70,54.10
2161,1621098875,2528,883,0.01,5201,0.00,0.00
2162,1621098875,2569,883,0.01,5201,0.00,0.00
2163,1621098875,2611,883,0.01,5201,0.00,0.00
2164,1621098875,2652,883,0.01,5201,0.00,0.00
2165,1621098875,2693,883,0.01,5201,0.00,0.00
2166,1621098875,2734,883,0.01,5201,0.00,0.00
2167,1621098875,2775,883,0.01,5201,0.00,0.00
2168,1621098875,2818,883,0.01,5201,19.60,54.10
2169,1621098875,2860,883,0.01,5201,0.00,0.00
2170,1621098875,2901,883,0.01,5201,0.00,0.00
2171,1621098875,2942,883,0.01,5201,0.00,0.00
2172,1621098875,2983,883,0.01,5201,0.00,0.00
2173,1621098875,3024,883,0.01,5201,0.00,0.00
2174,1621098875,3066,883,0.01,5201,0.00,0.00
2175,1621098875,3107,883,0.01,5201,0.00,0.00
2176,1621098875,3150,883,0.01,5201,19.60,54.40
2177,1621098875,3191,883,0.01,5201,0.00,0.00
2178,1621098875,3232,883,0.01,5201,0.00,0.00
2179,1621098875,3274,883,0.01,5201,0.00,0.00
2180,1621098875,3315,883,0.01,5201,0.00,0.00
2181,1621098875,3356,883,0.01,5201,0.00,0.00
2182,1621098875,3397,883,0.01,5201,0.00,0.00
2183,1621098875,3438,883,0.01,5201,0.00,0.00
2184,1621098875,3482,883,0.01,5201,19.50,54.60
2185,1621098875,3523,883,0.01,5201,0.00,0.00
2186,1621098875,3564,883,0.01,5201,0.00,0.00
2187,1621098875,3605,883,0.01,5201,0.00,0.00
2188,1621098875,3646,883,0.01,5201,0.00,0.00
2189,1621098875,3687,883,0.01,5201,0.00,0.00
2190,1621098875,3729,883,0.01,5201,0.00,0.00
2191,1621098875,3770,883,0.01,5201,0.00,0.00
2192,1621098875,3813,883,0.01,5201,19.50,54.70
2193,1621098875,3854,883,0.01,5201,0.00,0.00
2194,1621098875,3895,883,0.01,5201,0.00,0.00
2195,1621098875,3937,883,0.01,5201,0.00,0.00
2196,1621098875,3978,883,0.01,5201,0.00,0.00
2197,1621098875,4019,883,0.01,5201,0.00,0.00
2198,1621098875,4060,883,0.01,5201,0.00,0.00
2199,1621098875,4101,883,0.01,5201,0.00,0.00
2200,1621098875,4145,883,0.01,5201,19.40,55.10
2201,1621098875,4186,883,0.01,5201,0.00,0.00
2202,1621098875,4227,883,0.01,5201,0.00,0.00
2203,1621098875,4268,883,0.01,5201,0.00,0.00
2204,1621098875,4309,883,0.01,5201,0.00,0.00
2205,1621098875,4351,883,0.01,5201,0.00,0.00
2206,1621098875,4392,883,0.01,5201,0.00,0.00
2207,1621098875,4433,883,0.01,5201,0.00,0.00
2208,1621098875,4476,882,0.01,5201,19.40,55.40
2209,1621098875,4517,883,0.01,5201,0.00,0.00
2210,1621098875,4559,801,0.01,5201,0.00,0.00
2211,1621103425,41,882,0.01,5201,0.00,0.00
2212,1621103425,82,882,0.01,5201,0.00,0.00
2213,1621103425,123,883,0.01,5201,0.00,0.00
2214,1621103425,164,882,0.01,5201,0.00,0.00
2215,1621103425,205,883,0.01,5201,0.00,0.00
2216,1621103425,249,882,0.01,5201,19.30,55.40
2217,1621103425,290,882,0.01,5201,0.00,0.00
2218,1621103425,331,882,0.01,5201,0.00,0.00
2219,1621103425,372,883,0.01,5201,0.00,0.00
2220,1621103425,413,882,0.01,5201,0.00,0.00
2221,1621103425,455,882,0.01,5201,0.00,0.00
2222,1621103425,496,882,0.01,5201,0.00,0.00
2223,1621103425,537,882,0.01,5201,0.00,0.00
2224,1621103425,580,881,0.01,5201,19.30,55.60
2225,1621103425,621,882,0.01,5201,0.00,0.00
2226,1621103425,663,882,0.01,5201,0.00,0.00
2227,1621103425,704,883,0.01,5201,0.00,0.00
2228,1621103425,745,882,0.01,5201,0.00,0.00
2229,1621103425,786,882,0.01,5201,0.00,0.00
2230,1621103425,827,881,0.01,5201,0.00,0.00
2231,1621103425,869,881,0.01,5201,0.00,0.00
2232,1621103425,912,881,0.01,5201,19.30,55.80
2233,1621103425,953,882,0.01,5201,0.00,0.00
2234,1621103425,994,882,0.01,5201,0.00,0.00
2235,1621103425,1035,881,0.01,5201,0.00,0.00
2236,1621103425,1077,881,0.01,5201,0.00,0.00
2237,1621103425,1118,881,0.01,5201,0.00,0.00
2238,1621103425,1159,881,0.01,5201,0.00,0.00
2239,1621103425,1200,882,0.01,5201,0.00,0.00
2240,1621103425,1243,881,0.01,5201,19.20,56.00
2241,1621103425,1284,881,0.01,5201,0.00,0.00
2242,1621103425,1326,881,0.01,5201,0.00,0.00
2243,1621103425,1367,881,0.01,5201,0.00,0.00
2244,1621103425,1408,882,0.01,5201,0.00,0.00
2245,1621103425,1449,881,0.01,5201,0.00,0.00
2246,1621103425,1490,881,0.01,5201,0.00,0.00
2247,1621103425,1532,882,0.01,5201,0.00,0.00
2248,1621103425,1575,881,0.01,5201,19.10,56.20
2249,1621103425,1616,881,0.01,5201,0.00,0.00
2250,1621103425,1657,881,0.01,5201,0.00,0.00
2251,1621103425,1698,881,0.01,5201,0.00,0.00
2252,1621103425,1740,881,0.01,5201,0.00,0.00
2253,1621103425,1781,881,0.01,5201,0.00,0.00
2254,1621103425,1822,881,0.01,5201,0.00,0.00
2255,1621103425,1863,881,0.01,5201,0.00,0.00
2256,1621103425,1906,881,0.01,5201,19.00,56.50
2257,1621103425,1948,881,0.01,5201,0.00,0.00
2258,1621103425,1989,881,0.01,5201,0.00,0.00
2259,1621103425,2030,881,0.01,5201,0.00,0.00
2260,1621103425,2071,881,0.01,5201,0.00,0.00
2261,1621103425,2112,881,0.01,5201,0.00,0.00
2262,1621103425,2154,881,0.01,5201,0.00,0.00
2263,1621103425,2195,881,0.01,5201,0.00,0.00
2264,1621103425,2238,881,0.01,5201,19.00,56.80
2265,1621103425,2279,881,0.01,5201,0.00,0.00
2266,1621103425,2320,881,0.01,5201,0.00,0.00
2267,1621103425,2361,881,0.01,5201,0.00,0.00
2268,1621103425,2403,881,0.01,5201,0.00,0.00
2269,1621103425,2444,881,0.01,5201,0.00,0.00
2270,1621103425,2485,881,0.01,5201,0.00,0.00
2271,1621103425,2526,881,0.01,5201,0.00,0.00
2272,1621103425,2569,881,0.01,5201,18.90,56.80
2273,1621103425,2611,881,0.01,5201,0.00,0.00
2274,1621103425,2652,881,0.01,5201,0.00,0.00
2275,1621103425,2693,881,0.01,5201,0.00,0.00
2276,1621103425,2734,881,0.01,5201,0.00,0.00
2277,1621103425,2775,881,0.01,5201,0.00,0.00
2278,1621103425,2817,881,0.01,5201,0.00,0.00
2279,1621103425,2858,881,0.01,5201,0.00,0.00
2280,1621103425,2901,881,0.01,5201,18.90,57.30
2281,1621103425,2942,881,0.01,5201,0.00,0.00
2282,1621103425,2983,881,0.01,5201,0.00,0.00
2283,1621103425,3025,881,0.01,5201,0.00,0.00
2284,1621103425,3066,881,0.01,5201,0.00,0.00
2285,1621103425,3107,881,0.01,5201,0.00,0.00
2286,1621103425,3148,881,0.01,5201,0.00,0.00
2287,1621103425,3189,881,0.01,5201,0.00,0.00
2288,1621103425,3233,881,0.01,5201,18.80,57.40
2289,1621103425,3274,881,0.01,5201,0.00,0.00
2290,1621103425,3315,881,0.01,5201,0.00,0.00
2291,1621103425,3356,881,0.01,5201,0.00,0.00
2292,1621103425,3397,881,0.01,5201,0.00,0.00
2293,1621103425,3438,881,0.01,5201,0.00,0.00
2294,1621103425,3480,881,0.01,5201,0.00,0.00
2295,1621103425,3521,881,0.01,5201,0.00,0.00
2296,1621103425,3564,880,0.01,5201,18.80,57.70
2297,1621103425,3605,881,0.01,5201,0.00,0.00
2298,1621103425,3646,881,0.01,5201,0.00,0.00
2299,1621103425,3688,881,0.01,5201,0.00,0.00
2300,1621103425,3729,881,0.01,5201,0.00,0.00
2301,1621103425,3770,881,0.01,5201,0.00,0.00
2302,1621103425,3811,881,0.01,5201,0.00,0.00
2303,1621103425,3852,881,0.01,5201,0.00,0.00
2304,1621103425,3896,881,0.01,5201,18.70,58.00
2305,1621103425,3937,881,0.01,5201,0.00,0.00
2306,1621103425,3978,881,0.01,5201,0.00,0.00
2307,1621103425,4019,880,0.01,5201,0.00,0.00
2308,1621103425,4060,881,0.01,5201,0.00,0.00
2309,1621103425,4102,881,0.01,5201,0.00,0.00
2310,1621103425,4143,881,0.01,5201,0.00,0.00
2311,1621103425,4184,881,0.01,5201,0.00,0.00
2312,1621103425,4227,880,0.01,5201,18.60,58.10
2313,1621103425,4268,881,0.01,5201,0.00,0.00
2314,1621103425,4310,880,0.01,5201,0.00,0.00
2315,1621103425,4351,881,0.01,5201,0.00,0.00
2316,1621103425,4392,880,0.01,5201,0.00,0.00
2317,1621103425,4433,881,0.01,5201,0.00,0.00
2318,1621103425,4474,881,0.01,5201,0.00,0.00
2319,1621103425,4515,881,0.01,5201,0.00,0.00
2320,1621103425,4559,800,0.01,5201,18.60,58.50
2321,1621107976,41,880,0.01,5201,0.00,0.00
2322,1621107976,82,881,0.01,5201,0.00,0.00
2323,1621107976,123,880,0.01,5201,0.00,0.00
2324,1621107976,164,881,0.01,5201,0.00,0.00
2325,1621107976,205,881,0.01,5201,0.00,0.00
2326,1621107976,247,881,0.01,5201,0.00,0.00
2327,1621107976,288,880,0.01,5201,0.00,0.00
2328,1621107976,331,880,0.01,5201,18.60,58.70
2329,1621107976,372,880,0.01,5201,0.00,0.00
2330,1621107976,413,880,0.01,5201,0.00,0.00
2331,1621107976,455,880,0.01,5201,0.00,0.00
2332,1621107976,496,881,0.01,5201,0.00,0.00
2333,1621107976,537,880,0.01,5201,0.00,0.00
2334,1621107976,578,880,0.01,5201,0.00,0.00
2335,1621107976,619,880,0.01,5201,0.00,0.00
2336,1621107976,663,880,0.01,5201,18.50,58.90
2337,1621107976,704,880,0.01,5201,0.00,0.00
2338,1621107976,745,880,0.01,5201,0.00,0.00
2339,1621107976,786,880,0.01,5201,0.00,0.00
2340,1621107976,827,880,0.01,5201,0.00,0.00
2341,1621107976,869,880,0.01,5201,0.00,0.00
2342,1621107976,910,880,0.01,5201,0.00,0.00
2343,1621107976,951,880,0.01,5201,0.00,0.00
2344,1621107976,994,880,0.01,5201,18.50,59.20
2345,1621107976,1035,880,0.01,5201,0.00,0.00
2346,1621107976,1077,880,0.01,5201,0.00,0.00
2347,1621107976,1118,880,0.01,5201,0.00,0.00
2348,1621107976,1159,880,0.01,5201,0.00,0.00
2349,1621107976,1200,880,0.01,5201,0.00,0.00
2350,1621107976,1241,880,0.01,5201,0.00,0.00
2351,1621107976,1283,880,0.01,5201,0.00,0.00
2352,1621107976,1326,880,0.01,5201,18.40,59.20
2353,1621107976,1367,880,0.01,5201,0.00,0.00
2354,1621107976,1408,880,0.01,5201,0.00,0.00
2355,1621107976,1449,880,0.01,5201,0.00,0.00
2356,1621107976,1490,880,0.01,5201,0.00,0.00
2357,1621107976,1532,880,0.01,5201,0.00,0.00
2358,1621107976,1573,880,0.01,5201,0.00,0.00
2359,1621107976,1614,880,0.01,5201,0.00,0.00
2360,1621107976,1657,880,0.01,5201,18.40,59.50
2361,1621107976,1698,880,0.01,5201,0.00,0.00
2362,1621107976,1740,880,0.01,5201,0.00,0.00
2363,1621107976,1781,880,0.01,5201,0.00,0.00
2364,1621107976,1822,880,0.01,5201,0.00,0.00
2365,1621107976,1863,880,0.01,5201,0.00,0.00
2366,1621107976,1904,880,0.01,5201,0.00,0.00
2367,1621107976,1946,880,0.01,5201,0.00,0.00
2368,1621107976,1989,880,0.01,5201,18.30,59.70
2369,1621107976,2030,880,0.01,5201,0.00,0.00
2370,1621107976,2071,880,0.01,5201,0.00,0.00
2371,1621107976,2112,880,0.01,5201,0.00,0.00
2372,1621107976,2154,880,0.01,5201,0.00,0.00
2373,1621107976,2195,880,0.01,5201,0.00,0.00
2374,1621107976,2236,880,0.01,5201,0.00,0.00
2375,1621107976,2277,880,0.01,5201,0.00,0.00
2376,1621107976,2320,880,0.01,5201,18.30,59.90
2377,1621107976,2362,880,0.01,5201,0.00,0.00
2378,1621107976,2403,880,0.01,5201,0.00,0.00
2379,1621107976,2444,880,0.01,5201,0.00,0.00
2380,1621107976,2485,880,0.01,5201,0.00,0.00
2381,1621107976,2526,880,0.01,5201,0.00,0.00
2382,1621107976,2568,880,0.01,5201,0.00,0.00
2383,1621107976,2609,880,0.01,5201,0.00,0.00
2384,1621107976,2652,880,0.01,5201,18.30,60.10
2385,1621107976,2693,880,0.01,5201,0.00,0.00
2386,1621107976,2734,880,0.01,5201,0.00,0.00
2387,1621107976,2775,880,0.01,5201,0.00,0.00
2388,1621107976,2817,880,0.01,5201,0.00,0.00
2389,1621107976,2858,880,0.01,5201,0.00,0.00
2390,1621107976,2899,880,0.01,5201,0.00,0.00
2391,1621107976,2940,880,0.01,5201,0.00,0.00
2392,1621107976,2983,880,0.01,5201,18.30,60.30
2393,1621107976,3025,880,0.01,5201,0.00,0.00
2394,1621107976,3066,880,0.01,5201,0.00,0.00
2395,1621107976,3107,880,0.01,5201,0.00,0.00
2396,1621107976,3148,880,0.01,5201,0.00,0.00
2397,1621107976,3189,880,0.01,5201,0.00,0.00
2398,1621107976,3231,880,0.01,5201,0.00,0.00
2399,1621107976,3272,880,0.01,5201,0.00,0.00
2400,1621107976,3315,880,0.01,5201,18.20,60.30
2401,1621107976,3356,880,0.01,5201,0.00,0.00
2402,1621107976,3397,880,0.01,5201,0.00,0.00
2403,1621107976,3439,880,0.01,5201,0.00,0.00
2404,1621107976,3480,880,0.01,5201,0.00,0.00
2405,1621107976,3521,880,0.01,5201,0.00,0.00
2406,1621107976,3562,880,0.01,5201,0.00,0.00
2407,1621107976,3603,880,0.01,5201,0.00,0.00
2408,1621107976,3647,880,0.01,5201,18.20,60.50
2409,1621107976,3688,880,0.01,5201,0.00,0.00
2410,1621107976,3729,880,0.01,5201,0.00,0.00
2411,1621107976,3770,880,0.01,5201,0.00,0.00
2412,1621107976,3811,880,0.01,5201,0.00,0.00
2413,1621107976,3853,880,0.01,5201,0.00,0.00
2414,1621107976,3894,880,0.01,5201,0.00,0.00
2415,1621107976,3935,880,0.01,5201,0.00,0.00
2416,1621107976,3978,879,0.01,5201,18.10,60.60
2417,1621107976,4019,880,0.01,5201,0.00,0.00
2418,1621107976,4060,880,0.01,5201,0.00,0.00
2419,1621107976,4102,880,0.01,5201,0.00,0.00
2420,1621107976,4143,880,0.01,5201,0.00,0.00
2421,1621107976,4184,880,0.01,5201,0.00,0.00
2422,1621107976,4225,880,0.01,5201,0.00,0.00
2423,1621107976,4266,880,0.01,5201,0.00,0.00
2424,1621107976,4310,879,0.01,5201,18.00,60.70
2425,1621107976,4351,880,0.01,5201,0.00,0.00
2426,1621107976,4392,880,0.01,5201,0.00,0.00
2427,1621107976,4433,880,0.01,5201,0.00,0.00
2428,1621107976,4474,880,0.01,5201,0.00,0.00
2429,1621107976,4516,880,0.01,5201,0.00,0.00
2430,1621107976,4557,798,0.01,5201,0.00,0.00
2431,1621112528,41,879,0.01,5201,0.00,0.00
2432,1621112528,84,879,0.01,5201,18.00,61.20
2433,1621112528,125,879,0.01,5201,0.00,0.00
2434,1621112528,166,879,0.01,5201,0.00,0.00
2435,1621112528,208,879,0.01,5201,0.00,0.00
2436,1621112528,249,880,0.01,5201,0.00,0.00
2437,1621112528,290,880,0.01,5201,0.00,0.00
2438,1621112528,331,880,0.01,5201,0.00,0.00
2439,1621112528,372,879,0.01,5201,0.00,0.00
2440,1621112528,415,879,0.01,5201,18.00,61.20
2441,1621112528,457,879,0.01,5201,0.00,0.00
2442,1621112528,498,879,0.01,5201,0.00,0.00
2443,1621112528,539,880,0.01,5201,0.00,0.00
2444,1621112528,580,879,0.01,5201,0.00,0.00
2445,1621112528,621,879,0.01,5201,0.00,0.00
2446,1621112528,663,879,0.01,5201,0.00,0.00
2447,1621112528,704,879,0.01,5201,0.00,0.00
2448,1621112528,747,879,0.01,5201,17.90,61.60
2449,1621112528,788,879,0.01,5201,0.00,0.00
2450,1621112528,829,879,0.01,5201,0.00,0.00
2451,1621112528,871,879,0.01,5201,0.00,0.00
2452,1621112528,912,879,0.01,5201,0.00,0.00
2453,1621112528,953,879,0.01,5201,0.00,0.00
2454,1621112528,994,880,0.01,5201,0.00,0.00
2455,1621112528,1035,879,0.01,5201,0.00,0.00
2456,1621112528,1079,879,0.01,5201,17.90,61.60
2457,1621112528,1120,879,0.01,5201,0.00,0.00
2458,1621112528,1161,879,0.01,5201,0.00,0.00
2459,1621112528,1202,879,0.01,5201,0.00,0.00
2460,1621112528,1243,879,0.01,5201,0.00,0.00
2461,1621112528,1285,879,0.01,5201,0.00,0.00
2462,1621112528,1326,879,0.01,5201,0.00,0.00
2463,1621112528,1367,879,0.01,5201,0.00,0.00
2464,1621112528,1410,879,0.01,5201,17.80,61.70
2465,1621112528,1451,879,0.01,5201,0.00,0.00
2466,1621112528,1493,879,0.01,5201,0.00,0.00
2467,1621112528,1534,879,0.01,5201,0.00,0.00
2468,1621112528,1575,879,0.01,5201,0.00,0.00
2469,1621112528,1616,879,0.01,5201,0.00,0.00
2470,1621112528,1657,879,0.01,5201,0.00,0.00
2471,1621112528,1699,879,0.01,5201,0.00,0.00
2472,1621112528,1742,879,0.01,5201,17.80,62.40
2473,1621112528,1783,879,0.01,5201,0.00,0.00
2474,1621112528,1824,879,0.01,5201,0.00,0.00
2475,1621112528,1865,879,0.01,5201,0.00,0.00
2476,1621112528,1906,879,0.00,5201,0.00,0.00
2477,1621112528,1948,879,0.00,5201,0.00,0.00
2478,1621112528,1989,879,0.00,5201,0.00,0.00
2479,1621112528,2030,879,0.00,5201,0.00,0.00
2480,1621112528,2073,879,0.00,5201,17.80,62.40
2481,1621112528,2114,879,0.01,5201,0.00,0.00
2482,1621112528,2156,879,0.01,5201,0.00,0.00
2483,1621112528,2197,879,0.01,7106,0.00,0.00
2484,1621112528,2238,879,0.01,7106,0.00,0.00
2485,1621112528,2279,879,0.01,5201,0.00,0.00
2486,1621112528,2320,879,0.01,5201,0.00,0.00
2487,1621112528,2362,879,0.03,5201,0.00,0.00
2488,1621112528,2405,879,0.03,5201,17.80,62.60
2489,1621112528,2446,879,0.07,5201,0.00,0.00
2490,1621112528,2487,879,0.03,12821,0.00,0.00
2491,1621112528,2528,879,0.03,12821,0.00,0.00
2492,1621112528,2570,879,0.05,9011,0.00,0.00
2493,1621112528,2611,879,0.04,5201,0.00,0.00
2494,1621112528,2652,879,0.05,5201,0.00,0.00
2495,1621112528,2693,879,0.05,5201,0.00,0.00
2496,1621112528,2736,879,0.06,7741,17.70,62.80
2497,1621112528,2778,879,0.08,7106,0.00,0.00
2498,1621112528,2819,879,0.05,5201,0.00,0.00
2499,1621112528,2860,879,0.11,5201,0.00,0.00
2500,1621112528,2901,879,-0.02,12821,0.00,0.00
2501,1621112528,2942,879,0.04,9011,0.00,0.00
2502,1621112528,2984,879,0.14,12821,0.00,0.00
2503,1621112528,3025,879,0.19,9011,0.00,0.00
2504,1621112528,3068,879,0.09,7741,17.70,63.00
2505,1621112528,3109,879,0.19,9011,0.00,0.00
2506,1621112528,3150,879,0.18,10281,0.00,0.00
2507,1621112528,3192,879,0.17,7070,0.00,0.00
2508,1621112528,3233,879,0.20,6986,0.00,0.00
2509,1621112528,3274,879,0.24,6928,0.00,0.00
2510,1621112528,3315,879,0.27,6932,0.00,0.00
2511,1621112528,3356,879,0.32,6870,0.00,0.00
2512,1621112528,3400,879,0.38,6860,17.60,63.60
2513,1621112528,3441,879,0.46,6735,0.00,0.00
2514,1621112528,3482,879,0.54,6656,0.00,0.00
2515,1621112528,3523,879,0.64,6596,0.00,0.00
2516,1621112528,3564,879,0.77,6475,0.00,0.00
2517,1621112528,3606,879,0.92,6300,0.00,0.00
2518,1621112528,3647,879,1.10,6166,0.00,0.00
2519,1621112528,3688,879,1.34,6027,0.00,0.00
2520,1621112528,3731,879,1.61,5880,17.60,63.60
2521,1621112528,3772,879,1.96,5742,0.00,0.00
2522,1621112528,3813,879,2.35,5620,0.00,0.00
2523,1621112528,3855,879,2.82,5519,0.00,0.00
2524,1621112528,3896,879,3.37,5420,0.00,0.00
2525,1621112528,3937,879,4.03,5336,0.00,0.00
2526,1621112528,3978,879,4.83,5257,0.00,0.00
2527,1621112528,4019,879,5.76,5182,0.00,0.00
2528,1621112528,4063,879,6.86,5124,17.60,64.00
2529,1621112528,4104,879,8.23,5080,0.00,0.00
2530,1621112528,4145,879,9.75,5061,0.00,0.00
2531,1621112528,4186,879,11.50,5062,0.00,0.00
2532,1621112528,4228,879,13.46,5084,0.00,0.00
2533,1621112528,4269,879,15.66,5119,0.00,0.00
2534,1621112528,4310,879,18.14,5158,0.00,0.00
2535,1621112528,4352,879,20.88,5209,0.00,0.00
2536,1621112528,4395,879,23.88,5267,17.50,64.20
2537,1621112528,4436,879,27.41,5330,0.00,0.00
2538,1621112528,4478,879,31.08,5392,0.00,0.00
2539,1621112528,4519,879,35.09,5454,0.00,0.00
2540,1621112528,4560,798,39.37,5522,0.00,0.00
2541,1621117078,41,879,44.36,5583,0.00,0.00
2542,1621117078,82,879,49.38,5635,0.00,0.00
2543,1621117078,123,879,51.29,5673,0.00,0.00
2544,1621117078,166,879,56.74,5682,17.50,64.80
2545,1621117078,207,879,63.06,5664,0.00,0.00
2546,1621117078,248,879,69.37,5666,0.00,0.00
2547,1621117078,288,879,67.82,5706,0.00,0.00
2548,1621117078,329,879,73.79,5760,0.00,0.00
2549,1621117078,369,879,80.18,5795,0.00,0.00
2550,1621117078,410,879,86.87,5821,0.00,0.00
2551,1621117078,451,879,93.69,5855,0.00,0.00
2552,1621117078,493,879,100.70,5895,17.50,64.90
2553,1621117078,534,879,108.53,5927,0.00,0.00
2554,1621117078,574,879,116.97,5917,0.00,0.00
2555,1621117078,615,879,125.62,5915,0.00,0.00
2556,1621117078,655,879,201.50,5905,0.00,0.00
2557,1621117078,695,879,214.48,5903,0.00,0.00
2558,1621117078,736,879,228.78,5886,0.00,0.00
2559,1621117078,776,879,244.12,5854,0.00,0.00
2560,1621117078,818,879,260.80,5835,17.50,64.80
2561,1621117078,858,879,279.14,5792,0.00,0.00
2562,1621117078,899,879,297.46,5775,0.00,0.00
2563,1621117078,939,879,255.49,6289,0.00,0.00
2564,1621117078,979,879,300.18,6153,0.00,0.00
2565,1621117078,1019,879,402.22,5201,0.00,0.00
2566,1621117078,1060,879,300.18,6153,0.00,0.00
2567,1621117078,1100,879,344.88,6047,0.00,0.00
2568,1621117078,1142,879,389.57,5963,17.50,65.10
2569,1621117078,1183,879,474.04,6047,0.00,0.00
2570,1621117078,1223,879,389.57,5963,0.00,0.00
2571,1621117078,1263,879,434.26,5893,0.00,0.00
2572,1621117078,1303,879,563.42,5893,0.00,0.00
2573,1621117078,1344,879,434.26,5893,0.00,0.00
2574,1621117078,1384,879,478.95,5836,0.00,0.00
2575,1621117078,1424,879,608.12,5836,0.00,0.00
2576,1621117078,1466,879,550.77,6471,17.50,65.30
2577,1621117078,1507,879,568.33,5745,0.00,0.00
2578,1621117078,1547,879,613.03,5709,0.00,0.00
2579,1621117078,1587,879,657.72,5677,0.00,0.00
2580,1621117078,1627,879,702.41,5649,0.00,0.00
2581,1621117078,1668,879,719.97,5201,0.00,0.00
2582,1621117078,1708,879,747.10,5624,0.00,0.00
2583,1621117078,1748,879,764.67,5201,0.00,0.00
2584,1621117078,1791,879,809.36,5201,17.60,65.30
2585,1621117078,1831,879,983.22,5201,0.00,0.00
2586,1621117078,1871,879,898.74,5201,0.00,0.00
2587,1621117078,1911,879,1027.91,5201,0.00,0.00
2588,1621117078,1952,879,943.43,5201,0.00,0.00
2589,1621117078,1992,879,1072.60,5201,0.00,0.00
2590,1621117078,2032,879,1032.82,5201,0.00,0.00
2591,1621117078,2072,879,1134.86,4918,0.00,0.00
2592,1621117078,2115,879,1077.51,5201,17.70,65.20
2593,1621117078,2155,879,1077.51,5201,0.00,0.00
2594,1621117078,2195,879,1122.20,5201,0.00,0.00
2595,1621117078,2235,879,1224.24,4938,0.00,0.00
2596,1621117078,2276,879,1166.89,5201,0.00,0.00
2597,1621117078,2316,879,1184.46,4955,0.00,0.00
2598,1621117078,2356,879,1256.27,5201,0.00,0.00
2599,1621117078,2396,879,1256.27,5201,0.00,0.00
2600,1621117078,2439,879,1318.53,4976,17.80,65.00
2601,1621117078,2479,879,1363.22,4983,0.00,0.00
2602,1621117078,2519,879,1390.35,5201,0.00,0.00
2603,1621117078,2560,879,1407.92,4989,0.00,0.00
2604,1621117078,2600,879,1452.61,4995,0.00,0.00
2605,1621117078,2640,879,1497.30,5000,0.00,0.00
2606,1621117078,2680,879,1541.99,5005,0.00,0.00
2607,1621117078,2721,879,1586.68,5010,0.00,0.00
2608,1621117078,2763,879,1586.68,5010,17.90,64.60
2609,1621117078,2803,879,1631.37,5015,0.00,0.00
2610,1621117078,2843,879,1613.81,5201,0.00,0.00
2611,1621117078,2884,879,1613.81,5201,0.00,0.00
2612,1621117078,2924,879,1720.76,5023,0.00,0.00
2613,1621117078,2964,880,1867.49,4862,0.00,0.00
2614,1621117078,3004,880,1912.18,4869,0.00,0.00
2615,1621117078,3045,880,1917.09,4889,0.00,0.00
2616,1621117078,3087,879,1961.78,4896,18.10,64.10
2617,1621117078,3127,880,2006.47,4902,0.00,0.00
2618,1621117078,3167,880,2197.90,4777,0.00,0.00
2619,1621117078,3208,879,2202.81,4799,0.00,0.00
2620,1621117078,3248,880,2376.67,4806,0.00,0.00
2621,1621117078,3288,880,2336.88,4820,0.00,0.00
2622,1621117078,3329,880,2336.88,4820,0.00,0.00
2623,1621117078,3369,880,2426.27,4832,0.00,0.00
2624,1621117078,3411,880,2528.31,4717,18.30,63.90
2625,1621117078,3451,880,2662.38,4739,0.00,0.00
2626,1621117078,3492,880,2662.38,4739,0.00,0.00
2627,1621117078,3532,880,2751.77,4752,0.00,0.00
2628,1621117078,3572,880,2756.67,4771,0.00,0.00
2629,1621117078,3612,880,2930.53,4777,0.00,0.00
2630,1621117078,3653,880,2903.41,4679,0.00,0.00
2631,1621117078,3693,880,2948.10,4686,0.00,0.00
2632,1621117078,3735,880,3037.48,4699,18.60,63.20
2633,1621117078,3775,880,3099.74,4622,0.00,0.00
2634,1621117078,3816,881,3042.39,4718,0.00,0.00
2635,1621117078,3856,881,3233.82,4643,0.00,0.00
2636,1621117078,3896,881,3323.20,4656,0.00,0.00
2637,1621117078,3937,881,3501.97,4681,0.00,0.00
2638,1621117078,3977,881,3591.35,4693,0.00,0.00
2639,1621117078,4017,881,3608.92,4621,0.00,0.00
2640,1621117078,4059,881,3653.61,4627,18.90,62.50
2641,1621117078,4100,881,3698.30,4633,0.00,0.00
2642,1621117078,4140,881,3800.34,4559,0.00,0.00
2643,1621117078,4180,881,3742.99,4639,0.00,0.00
2644,1621117078,4220,881,3934.42,4578,0.00,0.00
2645,1621117078,4261,801,3894.63,4591,0.00,0.00
2646,1621121337,40,881,3939.32,4597,0.00,0.00
2647,1621121337,80,881,4118.09,4620,0.00,0.00
2648,1621121337,122,881,4207.48,4631,19.30,61.70
2649,1621121337,163,882,4398.90,4577,0.00,0.00
2650,1621121337,203,883,4443.59,4583,0.00,0.00
2651,1621121337,243,883,4403.81,4594,0.00,0.00
2652,1621121337,283,883,4532.98,4594,0.00,0.00
2653,1621121337,324,883,4577.67,4599,0.00,0.00
2654,1621121337,364,883,4711.74,4614,0.00,0.00
2655,1621121337,404,883,4716.65,4629,0.00,0.00
2656,1621121337,446,883,4935.20,4638,19.60,60.60
