boot,ts,seconds,lux,kelvin,voltage,temp,humidity
10962,1622705926,7784,2927.43,5092,913,,
10963,1622705926,7805,2793.36,5087,913,,
10964,1622705926,7825,2646.62,5201,913,,
10965,1622705926,7845,2601.93,5201,913,,
10966,1622705926,7865,2512.55,5201,913,,
10967,1622705926,7886,2569.90,5078,913,,
10968,1622705926,7906,2525.21,5076,913,,
10969,1622705926,7926,2507.64,5201,913,,
10970,1622705926,7946,2378.48,5201,913,,
10971,1622705926,7967,2480.52,5074,913,,
10972,1622705926,7987,2435.82,5071,913,,
10973,1622705926,8007,2435.82,5071,913,,
10974,1622705926,8027,2435.82,5071,913,,
10975,1622705926,8048,2435.82,5071,913,,
10976,1622705926,8068,2435.82,5071,913,27.60,47
10977,1622705926,8090,2480.52,5074,913,,
10978,1622705926,8110,2480.52,5074,913,,
10979,1622705926,8131,2378.48,5201,913,,
10980,1622705926,8151,2507.64,5201,913,,
10981,1622705926,8171,2480.52,5074,913,,
10982,1622705926,8192,2525.21,5076,913,,
10983,1622705926,8212,2525.21,5076,913,,
10984,1622705926,8232,2525.21,5076,913,,
10985,1622705926,8252,2525.21,5076,913,,
10986,1622705926,8273,2525.21,5076,913,,
10987,1622705926,8293,2525.21,5076,913,,
10988,1622705926,8313,2525.21,5076,913,,
10989,1622705926,8333,2480.52,5074,913,,
10990,1622705926,8354,2480.52,5074,913,,
10991,1622705926,8374,2480.52,5074,913,,
10992,1622705926,8394,2480.52,5074,913,27.20,48
10993,1622705926,8416,2480.52,5074,913,,
10994,1622705926,8437,2480.52,5074,913,,
10995,1622705926,8457,2525.21,5076,913,,
10996,1622705926,8477,2525.21,5076,913,,
10997,1622705926,8497,2525.21,5076,913,,
10998,1622705926,8518,2525.21,5076,913,,
10999,1622705926,8538,2525.21,5076,913,,
11000,1622705926,8558,2525.21,5076,913,,
11001,1622705926,8578,2569.90,5078,913,,
11002,1622705926,8599,2542.77,4959,913,,
11003,1622705926,8619,2542.77,4959,913,,
11004,1622705926,8639,2542.77,4959,913,,
11005,1622705926,8659,2542.77,4959,913,,
11006,1622705926,8680,2627.25,4955,913,,
11007,1622705926,8700,2525.21,5076,913,,
11008,1622705926,8720,2525.21,5076,913,27.00,48
11009,1622705926,8742,2569.90,5078,914,,
11010,1622705926,8763,2569.90,5078,914,,
11011,1622705926,8783,2569.90,5078,913,,
11012,1622705926,8803,2525.21,5076,914,,
11013,1622705926,8823,2525.21,5076,914,,
11014,1622705926,8844,2627.25,4955,914,,
11015,1622705926,8864,2542.77,4959,914,,
11016,1622705926,8884,2525.21,5076,914,,
11017,1622705926,8904,2525.21,5076,914,,
11018,1622705926,8925,2525.21,5076,914,,
11019,1622705926,8945,2542.77,4959,914,,
11020,1622705926,8965,2525.21,5076,914,,
11021,1622705926,8985,2569.90,5078,914,,
11022,1622705926,9006,2587.47,4962,914,,
11023,1622705926,9026,2614.59,5080,914,,
11024,1622705926,9046,2614.59,5080,914,26.90,48
11025,1622705926,9068,2632.16,4966,914,,
11026,1622705926,9089,2659.28,5081,914,,
11027,1622705926,9109,2703.97,5083,914,,
11028,1622705926,9129,2721.54,4973,914,,
11029,1622705926,9149,2748.67,5085,914,,
11030,1622705926,9170,2748.67,5085,914,,
11031,1622705926,9190,2766.23,4976,914,,
11032,1622705926,9210,2664.19,5087,914,,
11033,1622705926,9231,2664.19,5087,914,,
11034,1622705926,9251,2664.19,5087,914,,
11035,1622705926,9271,2793.36,5087,914,,
11036,1622705926,9291,2793.36,5087,914,,
11037,1622705926,9312,2748.67,5085,914,,
11038,1622705926,9332,2748.67,5085,914,,
11039,1622705926,9352,2646.62,5201,915,,
11040,1622705926,9372,2748.67,5085,915,26.50,49
11041,1622705926,9395,2703.97,5083,915,,
11042,1622705926,9415,2703.97,5083,915,,
11043,1622705926,9435,2703.97,5083,915,,
11044,1622705926,9455,2703.97,5083,915,,
11045,1622705926,9476,2646.62,5201,915,,
11046,1622705926,9496,2748.67,5085,915,,
11047,1622705926,9516,2748.67,5085,915,,
11048,1622705926,9536,2691.32,5201,915,,
11049,1622705926,9557,2793.36,5087,915,,
11050,1622705926,9577,2793.36,5087,915,,
11051,1622705926,9597,2838.05,5088,915,,
11052,1622705926,9617,2780.70,5201,915,,
11053,1622705926,9638,2909.87,5201,915,,
11054,1622705926,9658,2882.74,5090,832,26.30,49
11055,1622715629,20,2909.87,5201,914,,
11056,1622715629,40,2909.87,5201,914,26.50,49
11057,1622715629,62,2780.70,5201,914,,
11058,1622715629,83,2780.70,5201,914,,
11059,1622715629,103,2865.17,5201,914,,
11060,1622715629,123,2736.01,5201,914,,
11061,1622715629,143,2775.79,5201,914,,
11062,1622715629,164,2646.62,5201,914,,
11063,1622715629,184,2601.93,5201,914,,
11064,1622715629,204,2512.55,5201,914,,
11065,1622715629,224,2467.86,5201,914,,
11066,1622715629,245,2507.64,5201,914,,
11067,1622715629,265,2418.26,5201,914,,
11068,1622715629,285,2226.83,5342,914,,
11069,1622715629,306,2194.80,5201,914,,
11070,1622715629,326,2150.11,5201,914,,
11071,1622715629,346,2060.72,5201,914,,
11072,1622715629,366,1971.34,5201,914,26.20,49
11073,1622715629,389,1881.96,5201,914,,
11074,1622715629,409,1854.83,5035,914,,
11075,1622715629,429,1837.27,5201,914,,
11076,1622715629,449,1792.57,5201,914,,
11077,1622715629,470,1792.57,5201,914,,
11078,1622715629,490,1747.88,5201,914,,
11079,1622715629,510,1703.19,5201,914,,
11080,1622715629,530,1703.19,5201,914,,
11081,1622715629,551,1658.50,5201,914,,
11082,1622715629,571,1529.33,5201,914,,
11083,1622715629,591,1658.50,5201,914,,
11084,1622715629,611,1613.81,5201,914,,
11085,1622715629,632,1613.81,5201,914,,
11086,1622715629,652,1569.12,5201,914,,
11087,1622715629,672,1524.43,5201,914,,
11088,1622715629,692,1479.73,5201,914,25.90,49
11089,1622715629,715,1435.04,5201,914,,
11090,1622715629,735,1417.47,5431,914,,
11091,1622715629,755,1345.66,5201,914,,
11092,1622715629,775,1300.97,5201,914,,
11093,1622715629,796,1256.27,5201,914,,
11094,1622715629,816,1238.71,5463,914,,
11095,1622715629,836,1166.89,5201,914,,
11096,1622715629,856,1166.89,5201,914,,
11097,1622715629,877,1149.33,5483,914,,
11098,1622715629,897,1077.51,5201,914,,
11099,1622715629,917,1059.94,5505,914,,
11100,1622715629,937,1015.25,5518,914,,
11101,1622715629,958,988.12,5201,913,,
11102,1622715629,978,1015.25,5518,914,,
11103,1622715629,998,970.56,5532,913,,
11104,1622715629,1018,1072.60,5201,914,25.70,49
11105,1622715629,1041,943.43,5201,914,,
11106,1622715629,1061,943.43,5201,913,,
11107,1622715629,1081,943.43,5201,913,,
11108,1622715629,1101,943.43,5201,913,,
11109,1622715629,1122,898.74,5201,913,,
11110,1622715629,1142,898.74,5201,913,,
11111,1622715629,1162,898.74,5201,913,,
11112,1622715629,1183,898.74,5201,913,,
11113,1622715629,1203,898.74,5201,913,,
11114,1622715629,1223,898.74,5201,913,,
11115,1622715629,1243,925.87,5547,913,,
11116,1622715629,1264,925.87,5547,914,,
11117,1622715629,1284,925.87,5547,913,,
11118,1622715629,1304,898.74,5201,913,,
11119,1622715629,1324,898.74,5201,913,,
11120,1622715629,1345,898.74,5201,913,25.50,49
11121,1622715629,1367,898.74,5201,913,,
11122,1622715629,1387,854.05,5201,913,,
11123,1622715629,1407,854.05,5201,913,,
11124,1622715629,1428,881.17,5563,913,,
11125,1622715629,1448,881.17,5563,913,,
11126,1622715629,1468,854.05,5201,913,,
11127,1622715629,1488,854.05,5201,913,,
11128,1622715629,1509,809.36,5201,913,,
11129,1622715629,1529,836.48,5582,913,,
11130,1622715629,1549,809.36,5201,913,,
11131,1622715629,1569,764.67,5201,913,,
11132,1622715629,1590,791.79,5602,913,,
11133,1622715629,1610,747.10,5624,913,,
11134,1622715629,1630,804.45,5201,913,,
11135,1622715629,1650,719.97,5201,913,,
11136,1622715629,1671,702.41,5649,912,25.20,50
11137,1622715629,1693,702.41,5649,913,,
11138,1622715629,1713,759.76,5201,913,,
11139,1622715629,1734,657.72,5677,913,,
11140,1622715629,1754,657.72,5677,912,,
11141,1622715629,1774,613.03,5709,912,,
11142,1622715629,1794,715.07,5201,912,,
11143,1622715629,1815,613.03,5709,912,,
11144,1622715629,1835,613.03,5709,913,,
11145,1622715629,1855,568.33,5745,912,,
11146,1622715629,1875,625.68,5201,912,,
11147,1622715629,1896,568.33,5745,912,,
11148,1622715629,1916,523.64,5787,912,,
11149,1622715629,1936,523.64,5787,912,,
11150,1622715629,1956,580.99,5201,912,,
11151,1622715629,1977,580.99,5201,912,,
11152,1622715629,1997,496.52,5201,912,24.70,51
11153,1622715629,2019,523.64,5787,912,,
11154,1622715629,2039,478.95,5836,912,,
11155,1622715629,2060,478.95,5836,912,,
11156,1622715629,2080,478.95,5836,912,,
11157,1622715629,2100,496.52,5201,912,,
11158,1622715629,2120,496.52,5201,912,,
11159,1622715629,2141,580.99,5201,912,,
11160,1622715629,2161,580.99,5201,912,,
11161,1622715629,2181,580.99,5201,912,,
11162,1622715629,2201,523.64,5787,912,,
11163,1622715629,2222,496.52,5201,912,,
11164,1622715629,2242,541.21,5201,912,,
11165,1622715629,2262,625.68,5201,912,,
11166,1622715629,2283,670.38,5201,910,,
11167,1622715629,2303,585.90,5201,912,,
11168,1622715629,2323,585.90,5201,912,24.40,52
11169,1622715629,2345,715.07,5201,910,,
11170,1622715629,2366,732.63,4777,910,,
11171,1622715629,2386,630.59,5201,909,,
11172,1622715629,2406,759.76,5201,910,,
11173,1622715629,2426,777.32,4799,910,,
11174,1622715629,2447,719.97,5201,912,,
11175,1622715629,2467,777.32,4799,909,,
11176,1622715629,2487,822.02,4820,910,,
11177,1622715629,2507,822.02,4820,909,,
11178,1622715629,2528,764.67,5201,912,,
11179,1622715629,2548,737.54,4838,909,,
11180,1622715629,2568,866.71,4838,909,,
11181,1622715629,2588,866.71,4838,909,,
11182,1622715629,2609,911.40,4854,909,,
11183,1622715629,2629,809.36,5201,909,,
11184,1622715629,2649,826.92,4869,909,24.30,51
11185,1622715629,2671,911.40,4854,909,,
11186,1622715629,2692,956.09,4869,909,,
11187,1622715629,2712,871.62,4883,909,,
11188,1622715629,2732,956.09,4869,909,,
11189,1622715629,2752,1000.78,4883,909,,
11190,1622715629,2773,1018.35,4614,910,,
11191,1622715629,2793,916.31,4896,909,,
11192,1622715629,2813,1045.47,4896,909,,
11193,1622715629,2834,1063.04,4636,909,,
11194,1622715629,2854,1063.04,4636,909,,
11195,1622715629,2874,961.00,4907,909,,
11196,1622715629,2894,1005.69,4918,909,,
11197,1622715629,2915,1005.69,4918,909,,
11198,1622715629,2935,1005.69,4918,909,,
11199,1622715629,2955,1005.69,4918,909,,
11200,1622715629,2975,1005.69,4918,909,24.20,51
11201,1622715629,2998,1090.17,4907,909,,
11202,1622715629,3018,1090.17,4907,909,,
11203,1622715629,3038,1090.17,4907,909,,
11204,1622715629,3058,1090.17,4907,909,,
11205,1622715629,3079,1005.69,4918,909,,
11206,1622715629,3099,961.00,4907,909,,
11207,1622715629,3119,961.00,4907,909,,
11208,1622715629,3139,961.00,4907,909,,
11209,1622715629,3160,1045.47,4896,909,,
11210,1622715629,3180,1045.47,4896,909,,
11211,1622715629,3200,1045.47,4896,909,,
11212,1622715629,3220,1000.78,4883,909,,
11213,1622715629,3241,916.31,4896,909,,
11214,1622715629,3261,916.31,4896,909,,
11215,1622715629,3281,916.31,4896,909,,
11216,1622715629,3301,916.31,4896,909,24.10,51
11217,1622715629,3324,916.31,4896,909,,
11218,1622715629,3344,916.31,4896,909,,
11219,1622715629,3364,916.31,4896,909,,
11220,1622715629,3384,916.31,4896,909,,
11221,1622715629,3405,871.62,4883,908,,
11222,1622715629,3425,871.62,4883,909,,
11223,1622715629,3445,871.62,4883,909,,
11224,1622715629,3466,956.09,4869,909,,
11225,1622715629,3486,956.09,4869,908,,
11226,1622715629,3506,956.09,4869,909,,
11227,1622715629,3526,956.09,4869,908,,
11228,1622715629,3547,956.09,4869,908,,
11229,1622715629,3567,956.09,4869,908,,
11230,1622715629,3587,956.09,4869,908,,
11231,1622715629,3607,928.97,4566,909,,
11232,1622715629,3628,973.66,4591,908,23.90,51
11233,1622715629,3650,871.62,4883,908,,
11234,1622715629,3670,973.66,4591,909,,
11235,1622715629,3690,1018.35,4614,908,,
11236,1622715629,3711,961.00,4907,908,,
11237,1622715629,3731,1018.35,4614,909,,
11238,1622715629,3751,1035.92,4384,908,,
11239,1622715629,3771,1063.04,4636,908,,
11240,1622715629,3792,1125.30,4439,908,,
11241,1622715629,3812,1125.30,4439,909,,
11242,1622715629,3832,1152.42,4675,908,,
11243,1622715629,3852,1169.99,4463,909,,
11244,1622715629,3873,1169.99,4463,908,,
11245,1622715629,3893,1214.68,4486,908,,
11246,1622715629,3913,1232.25,4304,909,,
11247,1622715629,3933,1259.37,4508,909,,
11248,1622715629,3954,1259.37,4508,909,23.80,51
11249,1622715629,3976,1276.94,4330,909,,
11250,1622715629,3996,1361.42,4304,908,,
11251,1622715629,4016,1321.63,4354,909,,
11252,1622715629,4037,1383.89,4224,909,,
11253,1622715629,4057,1401.46,4085,909,,
11254,1622715629,4077,1503.50,3931,908,,
11255,1622715629,4098,1401.46,4085,909,,
11256,1622715629,4118,1485.93,4058,909,,
11257,1622715629,4138,1339.20,4198,909,,
11258,1622715629,4158,1321.63,4354,909,,
11259,1622715629,4179,1276.94,4330,909,,
11260,1622715629,4199,1294.51,4171,909,,
11261,1622715629,4219,1276.94,4330,909,,
11262,1622715629,4239,1294.51,4171,909,,
11263,1622715629,4260,1294.51,4171,909,,
11264,1622715629,4280,1321.63,4354,909,23.90,51
11265,1622715629,4302,1294.51,4171,908,,
11266,1622715629,4322,1294.51,4171,909,,
11267,1622715629,4343,1423.68,4171,909,,
11268,1622715629,4363,1396.55,3997,909,,
11269,1622715629,4383,1423.68,4171,909,,
11270,1622715629,4403,1396.55,3997,908,,
11271,1622715629,4424,1396.55,3997,909,,
11272,1622715629,4444,1294.51,4171,909,,
11273,1622715629,4464,1339.20,4198,909,,
11274,1622715629,4484,1312.08,4028,909,,
11275,1622715629,4505,1396.55,3997,909,,
11276,1622715629,4525,1312.08,4028,909,,
11277,1622715629,4545,1414.12,3867,909,,
11278,1622715629,4565,1312.08,4028,909,,
11279,1622715629,4586,1414.12,3867,909,,
11280,1622715629,4606,1284.95,3867,909,23.70,51
11281,1622715629,4628,1369.42,3833,909,,
11282,1622715629,4649,1312.08,4028,909,,
11283,1622715629,4669,1267.38,3997,909,,
11284,1622715629,4689,1240.26,3833,909,,
11285,1622715629,4709,1240.26,3833,909,,
11286,1622715629,4730,1369.42,3833,909,,
11287,1622715629,4750,1369.42,3833,909,,
11288,1622715629,4770,1369.42,3833,909,,
11289,1622715629,4790,1342.30,3677,909,,
11290,1622715629,4811,1297.61,3637,909,,
11291,1622715629,4831,1297.61,3637,909,,
11292,1622715629,4851,1297.61,3637,909,,
11293,1622715629,4871,1297.61,3637,909,,
11294,1622715629,4892,1297.61,3637,909,,
11295,1622715629,4912,1297.61,3637,909,,
11296,1622715629,4932,1252.92,3596,909,23.60,51
11297,1622715629,4954,1252.92,3596,909,,
11298,1622715629,4975,1208.22,3553,909,,
11299,1622715629,4995,1208.22,3553,909,,
11300,1622715629,5015,1208.22,3553,909,,
11301,1622715629,5035,1163.53,3507,909,,
11302,1622715629,5056,1136.41,3347,909,,
11303,1622715629,5076,1118.84,3459,909,,
11304,1622715629,5096,1074.15,3408,909,,
11305,1622715629,5117,1074.15,3408,909,,
11306,1622715629,5137,1074.15,3408,909,,
11307,1622715629,5157,1029.46,3353,909,,
11308,1622715629,5177,1029.46,3353,909,,
11309,1622715629,5198,1029.46,3353,909,,
11310,1622715629,5218,984.77,3296,909,,
11311,1622715629,5238,984.77,3296,908,,
11312,1622715629,5258,1042.12,3057,909,23.40,51
11313,1622715629,5281,957.64,3122,909,,
11314,1622715629,5301,940.07,3234,909,,
11315,1622715629,5321,895.38,3169,909,,
11316,1622715629,5341,868.26,2988,909,,
11317,1622715629,5362,850.69,3098,909,,
11318,1622715629,5382,823.57,2915,909,,
11319,1622715629,5402,806.00,3023,909,,
11320,1622715629,5422,761.31,2943,909,,
11321,1622715629,5443,806.00,3023,909,,
11322,1622715629,5463,761.31,2943,908,,
11323,1622715629,5483,659.27,3149,909,,
11324,1622715629,5503,716.62,2856,908,,
11325,1622715629,5524,699.05,2978,909,,
11326,1622715629,5544,671.92,2762,909,,
11327,1622715629,5564,654.36,2881,908,,
11328,1622715629,5584,525.19,2881,909,23.30,51
11329,1622715629,5607,609.67,2776,908,,
11330,1622715629,5627,564.97,2661,908,,
11331,1622715629,5647,462.93,2915,908,,
11332,1622715629,5668,520.28,2534,908,,
11333,1622715629,5688,418.24,2794,908,,
11334,1622715629,5708,502.72,2661,908,,
11335,1622715629,5728,400.67,2959,908,,
11336,1622715629,5749,440.46,2661,908,,
11337,1622715629,5769,311.29,2661,908,,
11338,1622715629,5789,311.29,2661,908,,
11339,1622715629,5809,293.73,2856,908,,
11340,1622715629,5830,249.03,2661,908,,
11341,1622715629,5850,276.16,3122,908,,
11342,1622715629,5870,231.47,2915,908,,
11343,1622715629,5890,202.01,2845,908,,
11344,1622715629,5911,174.33,2949,908,23.00,51
11345,1622715629,5933,147.74,3095,908,,
11346,1622715629,5953,85.17,3233,908,,
11347,1622715629,5974,74.23,3387,908,,
11348,1622715629,5995,66.26,3521,908,,
11349,1622715629,6015,59.34,3647,908,,
11350,1622715629,6036,53.87,3754,908,,
11351,1622715629,6057,55.22,3821,908,,
11352,1622715629,6078,51.24,3865,908,,
11353,1622715629,6098,47.88,3886,907,,
11354,1622715629,6119,44.92,3894,907,,
11355,1622715629,6140,42.29,3901,907,,
11356,1622715629,6161,39.80,3909,907,,
11357,1622715629,6182,40.09,3912,907,,
11358,1622715629,6204,37.94,3907,907,,
11359,1622715629,6225,35.84,3893,907,,
11360,1622715629,6246,33.96,3889,907,22.80,51
11361,1622715629,6270,31.82,3911,907,,
11362,1622715629,6291,29.82,3961,907,,
11363,1622715629,6312,27.89,4025,907,,
11364,1622715629,6333,26.10,4089,907,,
11365,1622715629,6355,24.43,4147,907,,
11366,1622715629,6376,22.92,4189,907,,
11367,1622715629,6397,21.56,4216,907,,
11368,1622715629,6419,20.30,4230,907,,
11369,1622715629,6440,19.13,4240,907,,
11370,1622715629,6461,17.99,4247,907,,
11371,1622715629,6482,16.92,4261,907,,
11372,1622715629,6504,15.92,4270,907,,
11373,1622715629,6525,15.01,4272,907,,
11374,1622715629,6546,14.14,4275,907,,
11375,1622715629,6568,13.32,4271,907,,
11376,1622715629,6589,12.55,4262,907,22.50,52
11377,1622715629,6612,11.76,4254,907,,
11378,1622715629,6634,11.09,4243,906,,
11379,1622715629,6655,10.47,4233,906,,
11380,1622715629,6676,9.90,4223,907,,
11381,1622715629,6698,9.43,4217,906,,
11382,1622715629,6719,8.83,4207,906,,
11383,1622715629,6740,8.38,4191,906,,
11384,1622715629,6761,7.91,4188,906,,
11385,1622715629,6782,7.52,4173,907,,
11386,1622715629,6803,7.12,4160,906,,
11387,1622715629,6825,6.75,4153,906,,
11388,1622715629,6846,6.39,4145,906,,
11389,1622715629,6867,6.02,4156,906,,
11390,1622715629,6888,5.65,4173,906,,
11391,1622715629,6909,5.31,4193,906,,
11392,1622715629,6931,4.97,4224,906,22.40,52
11393,1622715629,6954,4.63,4248,906,,
11394,1622715629,6975,4.33,4259,906,,
11395,1622715629,6996,4.08,4263,906,,
11396,1622715629,7017,3.85,4270,906,,
11397,1622715629,7039,3.61,4266,906,,
11398,1622715629,7060,3.42,4255,906,,
11399,1622715629,7081,3.23,4252,906,,
11400,1622715629,7102,3.04,4260,906,,
11401,1622715629,7123,2.87,4252,906,,
11402,1622715629,7144,2.71,4267,906,,
11403,1622715629,7166,2.57,4264,906,,
11404,1622715629,7187,2.41,4288,906,,
11405,1622715629,7208,2.27,4294,906,,
11406,1622715629,7229,2.15,4302,906,,
11407,1622715629,7251,2.03,4311,905,,
11408,1622715629,7272,1.94,4303,906,22.30,52
11409,1622715629,7295,1.83,4313,906,,
11410,1622715629,7316,1.72,4329,905,,
11411,1622715629,7337,1.63,4335,906,,
11412,1622715629,7359,1.52,4346,905,,
11413,1622715629,7380,1.45,4367,906,,
11414,1622715629,7401,1.36,4361,906,,
11415,1622715629,7422,1.31,4361,905,,
11416,1622715629,7443,1.22,4360,905,,
11417,1622715629,7464,1.18,4354,905,,
11418,1622715629,7486,1.11,4390,905,,
11419,1622715629,7507,1.06,4370,905,,
11420,1622715629,7528,1.01,4387,905,,
11421,1622715629,7549,0.96,4366,905,,
11422,1622715629,7570,1.02,4364,905,,
11423,1622715629,7592,0.89,4359,905,,
11424,1622715629,7613,0.85,4386,905,22.10,53
11425,1622715629,7636,0.80,4439,905,,
11426,1622715629,7657,0.77,4403,905,,
11427,1622715629,7678,0.73,4423,905,,
11428,1622715629,7700,0.70,4448,905,,
11429,1622715629,7721,0.67,4442,905,,
11430,1622715629,7742,0.70,4335,905,,
11431,1622715629,7763,0.63,4412,905,,
11432,1622715629,7784,0.61,4423,905,,
11433,1622715629,7806,0.59,4422,905,,
11434,1622715629,7827,0.56,4430,905,,
11435,1622715629,7848,0.54,4443,905,,
11436,1622715629,7869,0.53,4406,905,,
11437,1622715629,7890,0.51,4424,905,,
11438,1622715629,7912,0.50,4393,905,,
11439,1622715629,7933,0.48,4423,905,,
11440,1622715629,7954,0.47,4390,904,21.90,53
11441,1622715629,7977,0.46,4372,905,,
11442,1622715629,7998,0.44,4386,904,,
11443,1622715629,8020,0.43,4421,905,,
11444,1622715629,8041,0.44,4433,904,,
11445,1622715629,8062,0.42,4326,904,,
11446,1622715629,8083,0.45,4433,904,,
11447,1622715629,8104,0.40,4339,904,,
11448,1622715629,8125,0.39,4316,904,,
11449,1622715629,8147,0.40,4324,903,,
11450,1622715629,8168,0.39,4248,904,,
11451,1622715629,8189,0.45,3815,903,,
11452,1622715629,8210,0.37,4257,904,,
11453,1622715629,8231,0.37,4248,903,,
11454,1622715629,8253,0.37,4239,903,,
11455,1622715629,8274,0.39,3997,903,,
11456,1622715629,8295,0.36,4229,903,21.70,53
11457,1622715629,8318,0.37,4155,903,,
11458,1622715629,8339,0.37,4229,903,,
11459,1622715629,8361,0.36,4200,903,,
11460,1622715629,8382,0.37,4229,903,,
