boot,ts,seconds,lux,kelvin,voltage,temp,humidity
7660,1622639758,320,0.19,9011,900,,
7661,1622639758,341,0.16,5201,900,,
7662,1622639758,363,0.19,9011,900,,
7663,1622639758,384,0.21,5201,900,,
7664,1622639758,405,0.19,9011,900,26.00,47
7665,1622639758,428,0.19,9011,900,,
7666,1622639758,449,0.19,9011,900,,
7667,1622639758,471,0.19,9011,900,,
7668,1622639758,492,0.19,9011,900,,
7669,1622639758,513,0.19,9011,900,,
7670,1622639758,534,0.19,9011,900,,
7671,1622639758,556,0.19,9011,900,,
7672,1622639758,577,0.19,9011,900,,
7673,1622639758,598,0.19,9011,900,,
7674,1622639758,619,0.21,5201,900,,
7675,1622639758,640,0.16,5201,900,,
7676,1622639758,662,0.19,9011,900,,
7677,1622639758,683,0.19,9011,900,,
7678,1622639758,704,0.19,9011,900,,
7679,1622639758,725,0.19,9011,898,,
7680,1622639758,747,0.26,5201,900,25.80,47
7681,1622639758,770,0.19,9011,898,,
7682,1622639758,791,0.19,9011,898,,
7683,1622639758,812,0.14,12821,898,,
7684,1622639758,834,0.19,9011,898,,
7685,1622639758,855,0.26,5201,898,,
7686,1622639758,876,0.19,9011,898,,
7687,1622639758,897,0.26,5201,898,,
7688,1622639758,918,0.19,9011,898,,
7689,1622639758,940,0.19,9011,898,,
7690,1622639758,961,0.19,9011,898,,
7691,1622639758,982,0.19,9011,898,,
7692,1622639758,1003,0.26,5201,898,,
7693,1622639758,1025,0.14,12821,898,,
7694,1622639758,1046,0.19,9011,898,,
7695,1622639758,1067,0.14,12821,898,,
7696,1622639758,1088,0.19,9011,898,25.60,47
7697,1622639758,1112,0.26,5201,898,,
7698,1622639758,1133,0.14,12821,898,,
7699,1622639758,1154,0.19,9011,898,,
7700,1622639758,1175,0.16,5201,898,,
7701,1622639758,1197,0.26,5201,898,,
7702,1622639758,1218,0.14,12821,898,,
7703,1622639758,1239,0.14,12821,898,,
7704,1622639758,1260,0.19,9011,898,,
7705,1622639758,1281,0.26,5201,898,,
7706,1622639758,1303,0.26,5201,898,,
7707,1622639758,1324,0.14,12821,898,,
7708,1622639758,1345,0.26,5201,898,,
7709,1622639758,1366,0.19,9011,898,,
7710,1622639758,1388,0.21,5201,898,,
7711,1622639758,1409,0.26,5201,898,,
7712,1622639758,1430,0.19,9011,898,25.50,48
7713,1622639758,1453,0.26,5201,898,,
7714,1622639758,1474,0.19,9011,898,,
7715,1622639758,1496,0.19,9011,898,,
7716,1622639758,1517,0.21,5201,898,,
7717,1622639758,1538,0.19,9011,898,,
7718,1622639758,1559,0.26,5201,898,,
7719,1622639758,1581,0.14,12821,898,,
7720,1622639758,1602,0.19,9011,898,,
7721,1622639758,1623,0.26,5201,898,,
7722,1622639758,1644,0.26,5201,898,,
7723,1622639758,1666,0.19,9011,898,,
7724,1622639758,1687,0.19,9011,898,,
7725,1622639758,1708,0.14,12821,897,,
7726,1622639758,1729,0.14,12821,898,,
7727,1622639758,1751,0.14,12821,897,,
7728,1622639758,1772,0.26,5201,898,25.40,48
7729,1622639758,1795,0.19,9011,897,,
7730,1622639758,1816,0.14,12821,897,,
7731,1622639758,1837,0.14,12821,897,,
7732,1622639758,1859,0.21,5201,897,,
7733,1622639758,1880,0.19,9011,897,,
7734,1622639758,1901,0.19,9011,897,,
7735,1622639758,1922,0.19,9011,897,,
7736,1622639758,1944,0.19,9011,897,,
7737,1622639758,1965,0.14,12821,897,,
7738,1622639758,1986,0.19,9011,897,,
7739,1622639758,2007,0.19,9011,897,,
7740,1622639758,2028,0.19,9011,897,,
7741,1622639758,2050,0.19,9011,897,,
7742,1622639758,2071,0.27,3783,897,,
7743,1622639758,2092,0.26,5201,897,,
7744,1622639758,2114,0.19,9011,897,25.30,48
7745,1622639758,2137,0.11,5201,897,,
7746,1622639758,2158,0.26,5201,897,,
7747,1622639758,2179,0.16,5201,897,,
7748,1622639758,2200,0.26,5201,897,,
7749,1622639758,2222,0.26,5201,897,,
7750,1622639758,2243,0.14,12821,897,,
7751,1622639758,2264,0.19,9011,897,,
7752,1622639758,2285,0.14,12821,897,,
7753,1622639758,2307,0.26,5201,897,,
7754,1622639758,2328,0.19,9011,897,,
7755,1622639758,2349,0.19,9011,897,,
7756,1622639758,2370,0.26,5201,897,,
7757,1622639758,2391,0.14,12821,897,,
7758,1622639758,2413,0.14,12821,897,,
7759,1622639758,2434,0.19,9011,897,,
7760,1622639758,2455,0.14,12821,897,25.20,49
7761,1622639758,2478,0.21,5201,897,,
7762,1622639758,2500,0.14,12821,897,,
7763,1622639758,2521,0.14,12821,897,,
7764,1622639758,2542,0.19,9011,897,,
7765,1622639758,2563,0.14,12821,897,,
7766,1622639758,2585,0.19,9011,897,,
7767,1622639758,2606,0.04,9011,897,,
7768,1622639758,2627,0.21,5201,897,,
7769,1622639758,2648,0.14,12821,896,,
7770,1622639758,2670,0.11,5201,897,,
7771,1622639758,2691,0.19,9011,897,,
7772,1622639758,2712,0.14,12821,897,,
7773,1622639758,2733,0.14,12821,897,,
7774,1622639758,2754,0.04,9011,897,,
7775,1622639758,2776,0.11,5201,897,,
7776,1622639758,2797,0.14,12821,897,25.10,49
7777,1622639758,2820,0.14,12821,896,,
7778,1622639758,2841,0.11,5201,896,,
7779,1622639758,2863,0.04,9011,897,,
7780,1622639758,2884,0.14,12821,896,,
7781,1622639758,2905,0.26,5201,896,,
7782,1622639758,2926,0.11,5201,896,,
7783,1622639758,2948,0.04,9011,897,,
7784,1622639758,2969,0.11,5201,896,,
7785,1622639758,2990,0.14,12821,896,,
7786,1622639758,3011,0.11,5201,896,,
7787,1622639758,3032,0.14,12821,896,,
7788,1622639758,3054,0.14,12821,896,,
7789,1622639758,3075,0.14,12821,896,,
7790,1622639758,3096,0.24,3931,896,,
7791,1622639758,3117,0.14,12821,896,,
7792,1622639758,3139,0.21,5201,896,25.00,50
7793,1622639758,3162,0.19,9011,896,,
7794,1622639758,3183,0.14,12821,896,,
7795,1622639758,3204,0.11,5201,896,,
7796,1622639758,3225,0.11,5201,896,,
7797,1622639758,3247,0.04,9011,896,,
7798,1622639758,3268,0.04,9011,895,,
7799,1622639758,3289,0.26,5201,896,,
7800,1622639758,3311,0.19,9011,895,,
7801,1622639758,3332,0.11,5201,896,,
7802,1622639758,3353,0.14,12821,896,,
7803,1622639758,3374,0.14,12821,896,,
7804,1622639758,3395,0.26,5201,895,,
7805,1622639758,3417,0.14,12821,896,,
7806,1622639758,3438,0.04,9011,895,,
7807,1622639758,3459,0.04,9011,896,,
7808,1622639758,3480,0.14,12821,896,24.90,50
7809,1622639758,3504,0.04,9011,896,,
7810,1622639758,3525,0.04,9011,895,,
7811,1622639758,3546,0.04,9011,895,,
7812,1622639758,3567,0.04,9011,896,,
7813,1622639758,3589,0.11,5201,895,,
7814,1622639758,3610,0.14,12821,895,,
7815,1622639758,3631,0.11,5201,895,,
7816,1622639758,3652,0.04,9011,895,,
7817,1622639758,3673,0.11,5201,895,,
7818,1622639758,3695,0.11,5201,895,,
7819,1622639758,3716,0.26,5201,895,,
7820,1622639758,3737,0.14,12821,895,,
7821,1622639758,3758,0.16,5201,895,,
7822,1622639758,3780,0.04,9011,895,,
7823,1622639758,3801,0.04,9011,895,,
7824,1622639758,3822,0.04,9011,895,24.80,51
7825,1622639758,3845,0.21,5201,895,,
7826,1622639758,3867,0.19,9011,895,,
7827,1622639758,3888,0.14,12821,895,,
7828,1622639758,3909,0.11,5201,895,,
7829,1622639758,3930,0.16,5201,895,,
7830,1622639758,3952,0.19,9011,895,,
7831,1622639758,3973,0.14,12821,895,,
7832,1622639758,3994,0.11,5201,895,,
7833,1622639758,4015,0.19,9011,895,,
7834,1622639758,4036,0.11,5201,895,,
7835,1622639758,4058,0.04,9011,895,,
7836,1622639758,4079,0.11,5201,895,,
7837,1622639758,4100,0.11,5201,895,,
7838,1622639758,4121,0.11,5201,895,,
7839,1622639758,4143,0.04,9011,895,,
7840,1622639758,4164,0.04,9011,895,24.70,51
7841,1622639758,4187,0.11,5201,895,,
7842,1622639758,4208,0.11,5201,895,,
7843,1622639758,4229,0.16,5201,895,,
7844,1622639758,4251,0.11,5201,895,,
7845,1622639758,4272,0.11,5201,895,,
7846,1622639758,4293,0.19,9011,895,,
7847,1622639758,4314,0.11,5201,895,,
7848,1622639758,4336,0.11,5201,895,,
7849,1622639758,4357,0.04,9011,895,,
7850,1622639758,4378,0.04,9011,895,,
7851,1622639758,4399,0.14,12821,895,,
7852,1622639758,4421,0.11,5201,895,,
7853,1622639758,4442,0.11,5201,895,,
7854,1622639758,4463,0.19,9011,895,,
7855,1622639758,4484,0.14,12821,895,,
7856,1622639758,4506,0.11,5201,895,24.60,52
7857,1622639758,4529,0.11,5201,895,,
7858,1622639758,4550,0.11,5201,894,,
7859,1622639758,4571,0.19,9011,895,,
7860,1622639758,4593,0.11,5201,895,,
7861,1622639758,4614,0.04,9011,894,,
7862,1622639758,4635,0.04,9011,895,,
7863,1622639758,4656,0.11,5201,895,,
7864,1622639758,4677,0.04,9011,894,,
7865,1622639758,4699,0.11,5201,894,,
7866,1622639758,4720,0.11,5201,895,,
7867,1622639758,4741,0.04,9011,895,,
7868,1622639758,4762,0.11,5201,895,,
7869,1622639758,4784,0.11,5201,894,,
7870,1622639758,4805,0.11,5201,894,,
7871,1622639758,4826,0.14,12821,894,,
7872,1622639758,4847,0.11,5201,895,24.50,52
7873,1622639758,4870,0.11,5201,894,,
7874,1622639758,4892,0.11,5201,894,,
7875,1622639758,4913,0.11,5201,894,,
7876,1622639758,4934,0.11,5201,894,,
7877,1622639758,4956,0.11,5201,894,,
7878,1622639758,4977,0.11,5201,894,,
7879,1622639758,4998,0.11,5201,894,,
7880,1622639758,5019,0.14,12821,894,,
7881,1622639758,5040,0.11,5201,894,,
7882,1622639758,5062,0.04,9011,894,,
7883,1622639758,5083,0.11,5201,894,,
7884,1622639758,5104,0.04,9011,894,,
7885,1622639758,5125,0.21,5201,894,,
7886,1622639758,5147,0.04,9011,894,,
7887,1622639758,5168,0.11,5201,894,,
7888,1622639758,5189,0.11,5201,894,24.40,52
7889,1622639758,5212,0.11,5201,894,,
7890,1622639758,5234,0.16,5201,894,,
7891,1622639758,5255,0.11,5201,894,,
7892,1622639758,5276,0.11,5201,894,,
7893,1622639758,5297,0.11,5201,894,,
7894,1622639758,5318,0.11,5201,894,,
7895,1622639758,5340,0.11,5201,894,,
7896,1622639758,5361,0.11,5201,894,,
7897,1622639758,5382,0.11,5201,894,,
7898,1622639758,5403,0.11,5201,894,,
7899,1622639758,5425,0.11,5201,894,,
7900,1622639758,5446,0.14,12821,894,,
7901,1622639758,5467,0.11,5201,894,,
7902,1622639758,5488,0.11,5201,894,,
7903,1622639758,5509,0.11,5201,894,,
7904,1622639758,5531,0.11,5201,894,24.30,53
7905,1622639758,5554,0.11,5201,894,,
7906,1622639758,5575,0.21,5201,894,,
7907,1622639758,5597,0.11,5201,894,,
7908,1622639758,5618,0.26,5201,894,,
7909,1622639758,5639,0.19,9011,894,,
7910,1622639758,5660,0.11,5201,894,,
7911,1622639758,5681,0.14,12821,894,,
7912,1622639758,5703,0.11,5201,894,,
7913,1622639758,5724,0.11,5201,894,,
7914,1622639758,5745,0.11,5201,894,,
7915,1622639758,5766,0.11,5201,894,,
7916,1622639758,5788,0.19,9011,894,,
7917,1622639758,5809,0.11,5201,894,,
7918,1622639758,5830,0.11,5201,894,,
7919,1622639758,5851,0.11,5201,894,,
7920,1622639758,5873,0.11,5201,894,24.20,53
7921,1622639758,5896,0.11,5201,894,,
7922,1622639758,5917,0.11,5201,893,,
7923,1622639758,5938,0.11,5201,894,,
7924,1622639758,5959,0.11,5201,893,,
7925,1622639758,5981,0.11,5201,894,,
7926,1622639758,6002,0.11,5201,893,,
7927,1622639758,6023,0.11,5201,893,,
7928,1622639758,6044,0.11,5201,893,,
7929,1622639758,6066,0.11,5201,894,,
7930,1622639758,6087,0.11,5201,893,,
7931,1622639758,6108,0.11,5201,893,,
7932,1622639758,6129,0.11,5201,893,,
7933,1622639758,6151,0.11,5201,893,,
7934,1622639758,6172,0.11,5201,893,,
7935,1622639758,6193,0.11,5201,893,,
7936,1622639758,6214,0.11,5201,893,24.20,53
7937,1622639758,6238,0.11,5201,893,,
7938,1622639758,6259,0.11,5201,893,,
7939,1622639758,6280,0.11,5201,893,,
7940,1622639758,6301,0.11,5201,893,,
7941,1622639758,6322,0.11,5201,893,,
7942,1622639758,6344,0.11,5201,893,,
7943,1622639758,6365,0.11,5201,893,,
7944,1622639758,6386,0.11,5201,893,,
7945,1622639758,6407,0.11,5201,893,,
7946,1622639758,6429,0.11,5201,893,,
7947,1622639758,6450,0.14,12821,893,,
7948,1622639758,6471,0.11,5201,893,,
7949,1622639758,6492,0.11,5201,893,,
7950,1622639758,6514,0.25,7741,893,,
7951,1622639758,6535,0.21,5201,893,,
7952,1622639758,6556,0.11,5201,893,24.10,54
7953,1622639758,6579,0.11,5201,893,,
7954,1622639758,6600,0.11,5201,893,,
7955,1622639758,6622,0.11,5201,893,,
7956,1622639758,6643,0.14,12821,893,,
7957,1622639758,6664,0.11,5201,893,,
7958,1622639758,6686,0.11,5201,893,,
7959,1622639758,6707,0.11,5201,893,,
7960,1622639758,6728,0.11,5201,893,,
7961,1622639758,6749,0.11,5201,893,,
7962,1622639758,6770,0.11,5201,893,,
7963,1622639758,6792,0.11,5201,893,,
7964,1622639758,6813,0.11,5201,893,,
7965,1622639758,6834,0.11,5201,893,,
7966,1622639758,6855,0.04,9011,893,,
7967,1622639758,6877,0.11,5201,893,,
7968,1622639758,6898,0.11,5201,893,24.00,54
7969,1622639758,6921,0.11,5201,893,,
7970,1622639758,6942,0.11,5201,893,,
7971,1622639758,6963,0.11,5201,893,,
7972,1622639758,6985,0.11,5201,893,,
7973,1622639758,7006,0.11,5201,892,,
7974,1622639758,7027,0.11,5201,893,,
7975,1622639758,7048,0.11,5201,893,,
7976,1622639758,7070,0.11,5201,893,,
7977,1622639758,7091,0.11,5201,892,,
7978,1622639758,7112,0.11,5201,893,,
7979,1622639758,7133,0.11,5201,893,,
7980,1622639758,7155,0.11,5201,892,,
7981,1622639758,7176,0.11,5201,893,,
7982,1622639758,7197,0.14,12821,893,,
7983,1622639758,7218,0.11,5201,892,,
7984,1622639758,7239,0.19,9011,893,23.90,54
7985,1622639758,7263,0.11,5201,892,,
7986,1622639758,7284,0.11,5201,892,,
7987,1622639758,7305,0.11,5201,893,,
7988,1622639758,7327,0.11,5201,891,,
7989,1622639758,7348,0.11,5201,892,,
7990,1622639758,7369,0.11,5201,893,,
7991,1622639758,7390,0.11,5201,892,,
7992,1622639758,7411,0.11,5201,892,,
7993,1622639758,7433,0.11,5201,893,,
7994,1622639758,7454,0.11,5201,892,,
7995,1622639758,7475,0.11,5201,892,,
7996,1622639758,7496,0.14,12821,892,,
7997,1622639758,7518,0.11,5201,891,,
7998,1622639758,7539,0.11,5201,891,,
7999,1622639758,7560,0.11,5201,891,,
8000,1622639758,7581,0.11,5201,890,23.80,55
8001,1622639758,7605,0.11,5201,890,,
8002,1622639758,7626,0.11,5201,891,,
8003,1622639758,7647,0.11,5201,890,,
8004,1622639758,7668,0.14,12821,892,,
8005,1622639758,7689,0.11,5201,891,,
8006,1622639758,7711,0.11,5201,890,,
8007,1622639758,7732,0.11,5201,890,,
8008,1622639758,7753,0.11,5201,890,,
8009,1622639758,7774,0.11,5201,890,,
8010,1622639758,7796,0.11,5201,890,,
8011,1622639758,7817,0.11,5201,890,,
8012,1622639758,7838,0.11,5201,890,,
8013,1622639758,7859,0.11,5201,890,,
8014,1622639758,7881,0.11,5201,890,,
8015,1622639758,7902,0.11,5201,890,,
8016,1622639758,7923,0.11,5201,890,23.70,55
8017,1622639758,7946,0.19,3023,890,,
8018,1622639758,7968,0.19,3023,890,,
8019,1622639758,7989,0.18,3078,890,,
8020,1622639758,8010,0.17,3149,890,,
8021,1622639758,8031,0.17,3175,890,,
8022,1622639758,8053,0.17,3149,890,,
8023,1622639758,8074,0.18,3677,890,,
8024,1622639758,8095,0.11,5201,890,,
8025,1622639758,8116,0.11,5201,890,,
8026,1622639758,8137,0.11,5201,890,,
8027,1622639758,8159,0.11,5201,890,,
8028,1622639758,8180,0.11,5201,890,,
8029,1622639758,8201,0.11,5201,890,,
8030,1622639758,8222,0.11,5201,890,,
8031,1622639758,8244,0.11,5201,890,,
8032,1622639758,8265,0.11,5201,890,23.60,56
8033,1622639758,8288,0.11,5201,890,,
8034,1622639758,8309,0.11,5201,890,,
8035,1622639758,8331,0.11,5201,890,,
8036,1622639758,8352,0.11,5201,890,,
8037,1622639758,8373,0.11,5201,890,,
8038,1622639758,8394,0.11,5201,890,,
8039,1622639758,8416,0.11,5201,890,,
8040,1622639758,8437,0.11,5201,890,,
8041,1622639758,8458,0.11,5201,890,,
8042,1622639758,8479,0.11,5201,890,,
8043,1622639758,8501,0.11,5201,890,,
8044,1622639758,8522,0.11,5201,890,,
8045,1622639758,8543,0.11,5201,890,,
8046,1622639758,8564,0.11,5201,890,,
8047,1622639758,8585,0.11,5201,890,,
8048,1622639758,8607,0.11,5201,890,23.50,56
8049,1622639758,8630,0.11,5201,890,,
8050,1622639758,8651,0.11,5201,890,,
8051,1622639758,8672,0.11,5201,890,,
8052,1622639758,8694,0.11,5201,890,,
8053,1622639758,8715,0.11,5201,890,,
8054,1622639758,8736,0.11,5201,890,,
8055,1622639758,8757,0.11,5201,890,,
8056,1622639758,8779,0.11,5201,890,,
8057,1622639758,8800,0.11,5201,890,,
8058,1622639758,8821,0.11,5201,890,,
8059,1622639758,8842,0.11,5201,890,,
8060,1622639758,8863,0.11,5201,890,,
8061,1622639758,8885,0.04,9011,890,,
8062,1622639758,8906,0.11,5201,890,,
8063,1622639758,8927,0.11,5201,890,,
8064,1622639758,8948,0.11,5201,890,23.40,56
8065,1622639758,8972,0.11,5201,890,,
8066,1622639758,8993,0.11,5201,890,,
8067,1622639758,9014,0.11,5201,890,,
8068,1622639758,9035,0.11,5201,889,,
8069,1622639758,9057,0.11,5201,889,,
8070,1622639758,9078,0.11,5201,890,,
8071,1622639758,9099,0.11,5201,890,,
8072,1622639758,9120,0.11,5201,890,,
8073,1622639758,9142,0.11,5201,889,,
8074,1622639758,9163,0.11,5201,889,,
8075,1622639758,9184,0.11,5201,890,,
8076,1622639758,9205,0.11,5201,889,,
8077,1622639758,9227,0.11,5201,889,,
8078,1622639758,9248,0.11,5201,890,,
8079,1622639758,9269,0.11,5201,889,,
8080,1622639758,9290,0.11,5201,889,23.40,56
8081,1622639758,9313,0.11,5201,889,,
8082,1622639758,9335,0.11,5201,889,,
8083,1622639758,9356,0.11,5201,889,,
8084,1622639758,9377,0.11,5201,889,,
8085,1622639758,9398,0.11,5201,889,,
8086,1622639758,9420,0.11,5201,889,,
8087,1622639758,9441,0.14,12821,889,,
8088,1622639758,9462,0.11,5201,889,,
8089,1622639758,9483,0.11,5201,889,,
8090,1622639758,9505,0.11,5201,889,,
8091,1622639758,9526,0.11,5201,889,,
8092,1622639758,9547,0.11,5201,889,,
8093,1622639758,9568,0.11,5201,889,,
8094,1622639758,9590,0.11,5201,889,,
8095,1622639758,9611,0.11,5201,889,,
8096,1622639758,9632,0.11,5201,889,23.20,57
8097,1622639758,9655,0.11,5201,889,,
8098,1622639758,9677,0.11,5201,889,,
8099,1622639758,9698,0.11,5201,889,,
8100,1622639758,9719,0.11,5201,889,,
8101,1622639758,9740,0.11,5201,889,,
8102,1622639758,9761,0.11,5201,889,,
8103,1622639758,9783,0.11,5201,889,,
8104,1622639758,9804,0.16,5201,889,,
8105,1622639758,9825,0.11,5201,889,,
8106,1622639758,9846,0.11,5201,889,,
8107,1622639758,9868,0.11,5201,889,,
8108,1622639758,9889,0.11,5201,889,,
8109,1622639758,9910,0.11,5201,889,,
8110,1622639758,9931,0.11,5201,889,,
8111,1622639758,9953,0.11,5201,889,,
8112,1622639758,9974,0.11,5201,889,23.10,57
8113,1622639758,9997,0.11,5201,889,,
8114,1622639758,10018,0.24,5201,889,,
8115,1622639758,10039,0.11,5201,889,,
8116,1622639758,10061,0.11,5201,889,,
8117,1622639758,10082,0.14,12821,889,,
8118,1622639758,10103,0.11,5201,889,,
8119,1622639758,10125,0.11,5201,889,,
8120,1622639758,10146,0.11,5201,889,,
8121,1622639758,10167,0.11,5201,889,,
8122,1622639758,10188,0.11,5201,889,,
8123,1622639758,10209,0.11,5201,889,,
8124,1622639758,10231,0.11,5201,889,,
8125,1622639758,10252,0.11,5201,889,,
8126,1622639758,10273,0.11,5201,889,,
8127,1622639758,10294,0.26,5201,889,,
8128,1622639758,10316,0.11,5201,889,23.00,57
8129,1622639758,10339,0.11,5201,889,,
8130,1622639758,10360,0.11,5201,889,,
8131,1622639758,10381,0.11,5201,889,,
8132,1622639758,10403,0.11,5201,889,,
8133,1622639758,10424,0.11,5201,889,,
8134,1622639758,10445,0.11,5201,889,,
8135,1622639758,10466,0.11,5201,888,,
8136,1622639758,10487,0.11,5201,889,,
8137,1622639758,10509,0.19,9011,889,,
8138,1622639758,10530,0.11,5201,889,,
8139,1622639758,10551,0.11,5201,888,,
8140,1622639758,10572,0.11,5201,889,,
8141,1622639758,10594,0.11,5201,889,,
8142,1622639758,10615,0.11,5201,889,,
8143,1622639758,10636,0.11,5201,888,,
8144,1622639758,10657,0.11,5201,889,23.00,57
8145,1622639758,10681,0.19,9011,889,,
8146,1622639758,10702,0.11,5201,888,,
8147,1622639758,10723,0.11,5201,888,,
8148,1622639758,10744,0.11,5201,889,,
8149,1622639758,10766,0.11,5201,888,,
8150,1622639758,10787,0.11,5201,889,,
8151,1622639758,10808,0.11,5201,889,,
8152,1622639758,10829,0.26,5201,889,,
8153,1622639758,10851,0.11,5201,888,,
8154,1622639758,10872,0.11,5201,888,,
8155,1622639758,10893,0.11,5201,888,,
8156,1622639758,10914,0.11,5201,888,,
8157,1622639758,10936,0.11,5201,888,,
8158,1622639758,10957,0.11,5201,888,,
8159,1622639758,10978,0.11,5201,888,,
8160,1622639758,10999,0.11,5201,888,22.90,58
8161,1622639758,11022,0.11,5201,888,,
8162,1622639758,11044,0.11,5201,888,,
8163,1622639758,11065,0.11,5201,888,,
8164,1622639758,11086,0.11,5201,888,,
8165,1622639758,11107,0.11,5201,807,22.80,58
8166,1622650929,21,0.11,5201,888,,
8167,1622650929,42,0.11,5201,888,,
8168,1622650929,63,0.11,5201,888,,
8169,1622650929,84,0.11,5201,888,,
8170,1622650929,106,0.11,5201,888,,
8171,1622650929,127,0.11,5201,888,,
8172,1622650929,148,0.11,5201,888,,
8173,1622650929,170,0.11,5201,888,,
8174,1622650929,191,0.11,5201,888,,
8175,1622650929,212,0.11,5201,888,,
8176,1622650929,233,0.11,5201,888,22.90,58
8177,1622650929,257,0.11,5201,888,,
8178,1622650929,278,0.11,5201,888,,
8179,1622650929,299,0.11,5201,888,,
8180,1622650929,320,0.11,5201,888,,
8181,1622650929,341,0.11,5201,888,,
8182,1622650929,363,0.11,5201,888,,
8183,1622650929,384,0.11,5201,888,,
8184,1622650929,405,0.11,5201,888,,
8185,1622650929,426,0.11,5201,888,,
8186,1622650929,448,0.11,5201,888,,
8187,1622650929,469,0.11,5201,888,,
8188,1622650929,490,0.11,5201,888,,
8189,1622650929,511,0.11,5201,888,,
8190,1622650929,533,0.11,5201,888,,
8191,1622650929,554,0.11,5201,888,,
8192,1622650929,575,0.11,5201,888,22.80,58
8193,1622650929,598,0.04,9011,888,,
8194,1622650929,619,0.11,5201,888,,
8195,1622650929,641,0.11,5201,888,,
8196,1622650929,662,0.11,5201,888,,
8197,1622650929,683,0.11,5201,888,,
8198,1622650929,704,0.11,5201,888,,
8199,1622650929,726,0.11,5201,888,,
8200,1622650929,747,0.11,5201,888,,
8201,1622650929,768,0.11,5201,888,,
8202,1622650929,789,0.11,5201,888,,
8203,1622650929,811,0.11,5201,888,,
8204,1622650929,832,0.11,5201,888,,
8205,1622650929,853,0.11,5201,888,,
8206,1622650929,874,0.11,5201,888,,
8207,1622650929,896,0.11,5201,888,,
8208,1622650929,917,0.11,5201,888,22.70,59
8209,1622650929,940,0.11,5201,888,,
8210,1622650929,961,0.11,5201,888,,
8211,1622650929,983,0.11,5201,888,,
8212,1622650929,1004,0.11,5201,888,,
8213,1622650929,1025,0.11,5201,886,,
8214,1622650929,1046,0.11,5201,886,,
8215,1622650929,1067,0.11,5201,886,,
8216,1622650929,1089,0.11,5201,886,,
8217,1622650929,1110,0.11,5201,886,,
8218,1622650929,1131,0.11,5201,886,,
8219,1622650929,1152,0.11,5201,888,,
8220,1622650929,1174,0.11,5201,886,,
8221,1622650929,1195,0.11,5201,888,,
8222,1622650929,1216,0.11,5201,886,,
8223,1622650929,1237,0.11,5201,886,,
8224,1622650929,1259,0.11,5201,886,22.60,59
8225,1622650929,1282,0.11,5201,886,,
8226,1622650929,1303,0.11,5201,888,,
8227,1622650929,1324,0.11,5201,886,,
8228,1622650929,1346,0.11,5201,886,,
8229,1622650929,1367,0.11,5201,888,,
8230,1622650929,1388,0.11,5201,886,,
8231,1622650929,1409,0.11,5201,886,,
8232,1622650929,1431,0.11,5201,886,,
8233,1622650929,1452,0.11,5201,886,,
8234,1622650929,1473,0.11,5201,886,,
8235,1622650929,1494,0.11,5201,886,,
8236,1622650929,1516,0.11,5201,886,,
8237,1622650929,1537,0.11,5201,886,,
8238,1622650929,1558,0.11,5201,886,,
8239,1622650929,1579,0.11,5201,886,,
8240,1622650929,1600,0.11,5201,886,22.50,60
8241,1622650929,1624,0.11,5201,886,,
8242,1622650929,1645,0.11,5201,886,,
8243,1622650929,1666,0.11,5201,886,,
8244,1622650929,1687,0.11,5201,886,,
8245,1622650929,1709,0.11,5201,886,,
8246,1622650929,1730,0.11,5201,886,,
8247,1622650929,1751,0.11,5201,886,,
8248,1622650929,1772,0.11,5201,886,,
8249,1622650929,1794,0.11,5201,886,,
8250,1622650929,1815,0.11,5201,886,,
8251,1622650929,1836,0.16,5201,886,,
8252,1622650929,1857,0.11,5201,886,,
8253,1622650929,1879,0.11,5201,886,,
8254,1622650929,1900,0.11,5201,886,,
8255,1622650929,1921,0.11,5201,886,,
8256,1622650929,1942,0.11,5201,886,22.40,60
8257,1622650929,1966,0.11,5201,886,,
8258,1622650929,1987,0.11,5201,886,,
8259,1622650929,2008,0.11,5201,886,,
8260,1622650929,2029,0.11,5201,886,,
8261,1622650929,2051,0.11,5201,886,,
8262,1622650929,2072,0.11,5201,886,,
8263,1622650929,2093,0.11,5201,886,,
8264,1622650929,2114,0.11,5201,886,,
8265,1622650929,2135,0.11,5201,886,,
8266,1622650929,2157,0.11,5201,886,,
8267,1622650929,2178,0.11,5201,886,,
8268,1622650929,2199,0.11,5201,886,,
8269,1622650929,2220,0.11,5201,886,,
8270,1622650929,2242,0.11,5201,886,,
8271,1622650929,2263,0.11,5201,886,,
8272,1622650929,2284,0.11,5201,886,22.30,61
8273,1622650929,2307,0.11,5201,886,,
8274,1622650929,2329,0.11,5201,886,,
8275,1622650929,2350,0.11,5201,886,,
8276,1622650929,2371,0.11,5201,886,,
8277,1622650929,2392,0.11,5201,886,,
8278,1622650929,2414,0.11,5201,886,,
8279,1622650929,2435,0.11,5201,886,,
8280,1622650929,2456,0.11,5201,886,,
8281,1622650929,2477,0.11,5201,886,,
8282,1622650929,2499,0.11,5201,886,,
8283,1622650929,2520,0.16,5201,886,,
8284,1622650929,2541,0.11,5201,886,,
8285,1622650929,2562,0.11,5201,886,,
8286,1622650929,2584,0.11,5201,886,,
8287,1622650929,2605,0.11,5201,886,,
8288,1622650929,2626,0.11,5201,886,22.20,61
8289,1622650929,2649,0.11,5201,885,,
8290,1622650929,2670,0.11,5201,886,,
